,customer,gender,income,state,policy_type,customer_lifetime_value,vehicle_class,monthly_premium_auto,total_claim_amount
4108,DA20791,M,66457.0,California,Personal Auto,3774.86,Four-Door Car,95.0,456.0
4109,AE89300,F,82634.0,Arizona,Personal Auto,8224.77,SUV,104.0,324.1
4110,ME22430,M,29735.0,Nevada,Personal Auto,2453.57,Four-Door Car,69.0,331.2
4111,JZ28710,M,61417.0,California,Personal Auto,5143.88,Two-Door Car,65.0,206.02
4112,EH22538,M,43846.0,California,Personal Auto,2574.2,Four-Door Car,65.0,125.52
4113,VA89684,F,33775.0,Nevada,Personal Auto,2430.48,Two-Door Car,61.0,292.8
4114,XS68865,M,96988.0,Oregon,Personal Auto,6161.0,Two-Door Car,77.0,369.6
4115,JB47784,F,81945.0,Oregon,Personal Auto,5534.82,Four-Door Car,68.0,47.45
4116,DE78840,F,19019.0,Nevada,Personal Auto,6991.25,Luxury SUV,186.0,1003.05
4117,PU25554,F,62579.0,Oregon,Personal Auto,2885.33,Four-Door Car,72.0,326.24
4118,ZI47098,F,46587.0,California,Personal Auto,41787.9,Four-Door Car,119.0,571.2
4119,BN89470,M,29327.0,California,Special Auto,4561.27,Four-Door Car,118.0,627.9
4120,VZ64716,M,81081.0,Oregon,Corporate Auto,11546.17,Four-Door Car,96.0,206.21
4121,QY37300,M,57222.0,Nevada,Personal Auto,13502.63,Sports Car,112.0,297.19
4122,UI84849,M,91147.0,Arizona,Personal Auto,8563.97,Sports Car,107.0,50.47
4123,MN81810,F,76638.0,California,Personal Auto,2913.48,Four-Door Car,73.0,435.19
4124,XN42396,M,29697.0,California,Personal Auto,7540.58,Four-Door Car,64.0,147.13
4125,NI27358,F,67352.0,Arizona,Personal Auto,7255.14,Luxury Car,181.0,560.95
4126,LO39834,F,23904.0,Oregon,Personal Auto,4334.06,SUV,123.0,590.4
4127,PG27422,F,89953.0,California,Corporate Auto,5904.85,Four-Door Car,74.0,274.17
4128,AX56708,M,20862.0,California,Personal Auto,4794.48,Four-Door Car,68.0,326.4
4129,JI80257,F,47663.0,Nevada,Personal Auto,9180.15,Sports Car,114.0,103.7
4130,EK95340,M,49564.0,Washington,Corporate Auto,8355.51,Four-Door Car,105.0,661.61
4131,FS67856,M,28432.0,California,Personal Auto,13869.93,SUV,118.0,612.3
4132,JX27737,M,32356.0,California,Personal Auto,13452.19,Two-Door Car,117.0,428.49
4133,SY81273,M,55269.0,Oregon,Personal Auto,16798.86,Two-Door Car,71.0,340.8
4134,XC26395,M,76771.0,Oregon,Personal Auto,7408.84,Two-Door Car,95.0,91.67
4135,HA72996,F,75648.0,Nevada,Corporate Auto,4349.31,SUV,108.0,112.66
4136,WP51328,M,20698.0,Oregon,Personal Auto,4744.97,Two-Door Car,68.0,248.42
4137,CP47989,F,29734.0,Oregon,Corporate Auto,17208.06,Two-Door Car,63.0,649.84
4138,JO75190,M,43963.0,Nevada,Corporate Auto,8673.59,SUV,110.0,528.0
4139,AP47670,M,29465.0,California,Personal Auto,2497.91,Four-Door Car,63.0,302.4
4140,BT61680,F,24851.0,Arizona,Personal Auto,32069.88,SUV,103.0,604.29
4141,KB20508,M,11033.0,California,Special Auto,10828.37,Two-Door Car,97.0,511.12
4142,HU89665,F,20495.0,Oregon,Personal Auto,12128.37,Four-Door Car,61.0,292.8
4143,HD12841,F,95766.0,California,Personal Auto,5505.69,Four-Door Car,68.0,162.56
4144,UP90711,F,61029.0,Oregon,Personal Auto,2836.68,Two-Door Car,72.0,114.43
4145,CA14631,M,56188.0,California,Special Auto,6552.4,Four-Door Car,86.0,175.97
4146,AU98438,F,94812.0,Arizona,Personal Auto,2833.98,Four-Door Car,70.0,121.03
4147,SY66568,F,55338.0,Oregon,Corporate Auto,9415.53,Two-Door Car,116.0,556.8
4148,WE52979,F,82477.0,California,Personal Auto,3644.83,Two-Door Car,90.0,432.0
4149,PL56477,F,20852.0,Oregon,Personal Auto,2927.52,Two-Door Car,73.0,383.79
4150,PK23339,F,72460.0,Arizona,Personal Auto,3417.95,Four-Door Car,85.0,370.02
4151,GA74551,M,76358.0,Oregon,Personal Auto,23594.68,Four-Door Car,66.0,86.46
4152,BS26376,M,96306.0,California,Corporate Auto,7519.13,Four-Door Car,95.0,185.36
4153,WW74234,F,49544.0,Arizona,Personal Auto,3969.43,SUV,101.0,0.77
4154,ZM42260,M,63357.0,Arizona,Personal Auto,8005.96,SUV,101.0,565.51
4155,QY41527,M,23060.0,Arizona,Corporate Auto,4175.95,SUV,109.0,731.35
4156,WG61503,M,27781.0,Arizona,Corporate Auto,8491.86,Four-Door Car,71.0,340.8
4157,TY59969,M,43246.0,Arizona,Personal Auto,2402.17,Four-Door Car,62.0,52.44
4158,DO20853,F,14254.0,Oregon,Corporate Auto,4775.48,SUV,124.0,595.2
4159,CD14267,M,60334.0,Nevada,Corporate Auto,4235.18,Four-Door Car,106.0,111.16
4160,WL40338,F,35625.0,California,Personal Auto,5107.16,Four-Door Car,65.0,288.57
4161,GV75215,F,54684.0,Oregon,Corporate Auto,13167.61,Sports Car,111.0,302.14
4162,CN91738,M,56228.0,Oregon,Personal Auto,2520.3,Two-Door Car,65.0,276.88
4163,UR36951,M,82166.0,Oregon,Personal Auto,5189.29,SUV,134.0,643.2
4164,JU87932,F,30406.0,Oregon,Personal Auto,2893.31,Four-Door Car,73.0,350.4
4165,IR50609,M,75007.0,Arizona,Personal Auto,3985.55,Four-Door Car,101.0,668.77
4166,VI18029,M,79271.0,Washington,Personal Auto,2414.64,Four-Door Car,62.0,232.75
4167,ZK58906,M,59414.0,California,Personal Auto,16589.71,SUV,140.0,65.02
4168,SQ70457,M,44719.0,Oregon,Personal Auto,23331.83,Four-Door Car,66.0,316.8
4169,HH23204,F,21986.0,California,Personal Auto,2395.57,Two-Door Car,63.0,333.7
4170,IE29890,F,58480.0,Oregon,Personal Auto,8861.48,SUV,113.0,542.4
4171,VO25412,F,37520.0,Washington,Special Auto,8936.82,Two-Door Car,74.0,163.58
4172,ME37051,M,50165.0,California,Personal Auto,7340.5,Two-Door Car,62.0,130.0
4173,DL17162,M,42961.0,Arizona,Personal Auto,26453.94,Four-Door Car,83.0,398.4
4174,DD27563,M,86687.0,Oregon,Personal Auto,6342.47,Four-Door Car,80.0,274.16
4175,UQ63751,F,23772.0,Arizona,Personal Auto,6687.59,Four-Door Car,83.0,100.65
4176,EN89709,F,18241.0,Arizona,Personal Auto,2555.54,Two-Door Car,65.0,151.99
4177,NE70831,F,86650.0,California,Personal Auto,2732.65,Two-Door Car,69.0,323.87
4178,VZ81004,F,35973.0,Oregon,Personal Auto,19259.84,Sports Car,159.0,763.2
4179,VM89271,M,26262.0,Arizona,Personal Auto,3844.57,Four-Door Car,97.0,465.6
4180,CL97519,M,25187.0,California,Personal Auto,4683.44,SUV,121.0,580.8
4181,RN71166,F,88081.0,Oregon,Personal Auto,5174.08,Four-Door Car,64.0,82.48
4182,PJ86059,F,83460.0,Oregon,Corporate Auto,2655.86,Four-Door Car,66.0,443.45
4183,BP34620,F,19949.0,California,Corporate Auto,5615.07,Four-Door Car,74.0,355.2
4184,WC34456,F,77739.0,California,Personal Auto,3985.4,Four-Door Car,98.0,428.56
4185,FC15606,F,23649.0,Oregon,Personal Auto,9706.38,SUV,122.0,535.61
4186,UM99946,M,68980.0,Arizona,Personal Auto,7736.65,Four-Door Car,98.0,464.04
4187,JG94795,F,60010.0,Oregon,Special Auto,4179.49,Four-Door Car,103.0,494.4
4188,GD93408,F,30968.0,California,Corporate Auto,5759.01,Two-Door Car,74.0,45.43
4189,VI12822,F,99841.0,Washington,Personal Auto,2632.55,Four-Door Car,65.0,312.0
4190,NT36519,M,32967.0,California,Personal Auto,8161.94,SUV,105.0,504.0
4191,ZJ27465,F,31794.0,California,Personal Auto,14137.23,SUV,119.0,571.2
4192,QF75939,F,36710.0,Washington,Personal Auto,3700.68,Four-Door Car,94.0,676.8
4193,MC73302,F,36267.0,Oregon,Personal Auto,5511.03,Four-Door Car,69.0,263.45
4194,WE21182,M,12430.0,Oregon,Personal Auto,5169.5,Four-Door Car,73.0,350.4
4195,TD90906,F,93715.0,Oregon,Personal Auto,6044.02,Four-Door Car,74.0,532.8
4196,WB66665,F,75648.0,Nevada,Corporate Auto,4349.31,SUV,108.0,112.66
4197,ZP26168,F,24584.0,Washington,Corporate Auto,9688.13,Four-Door Car,66.0,279.71
4198,ZG56744,M,36088.0,California,Personal Auto,5528.21,Four-Door Car,72.0,345.6
4199,BO81145,M,21723.0,Arizona,Personal Auto,7894.5,SUV,104.0,748.8
4200,BQ28323,F,63833.0,Oregon,Personal Auto,5935.82,Four-Door Car,73.0,199.46
4201,IS73434,F,45892.0,Arizona,Corporate Auto,3219.15,Four-Door Car,81.0,388.8
4202,VO94890,M,90263.0,Oregon,Personal Auto,5935.57,Two-Door Car,74.0,355.2
4203,HQ10502,M,40548.0,Oregon,Personal Auto,11692.01,Four-Door Car,98.0,470.4
4204,JB60515,M,50450.0,Washington,Personal Auto,2513.97,Four-Door Car,63.0,302.4
4205,EG16813,F,75963.0,Arizona,Corporate Auto,5515.25,Two-Door Car,69.0,102.15
4206,SI13406,F,32714.0,Arizona,Personal Auto,3469.84,Four-Door Car,87.0,513.04
4207,WC11272,F,42790.0,Oregon,Personal Auto,6907.55,Two-Door Car,87.0,290.06
4208,TU27563,F,20694.0,Oregon,Personal Auto,3647.25,Two-Door Car,94.0,451.2
4209,IL72707,F,25820.0,California,Personal Auto,3265.16,Four-Door Car,82.0,393.6
4210,DZ62350,M,24744.0,California,Personal Auto,2514.28,Four-Door Car,65.0,312.0
4211,UQ41461,F,27538.0,Washington,Personal Auto,4570.67,Four-Door Car,63.0,285.84
4212,NI58226,F,81280.0,Oregon,Personal Auto,2752.66,Four-Door Car,68.0,308.35
4213,XC25965,F,26486.0,Washington,Personal Auto,14754.36,SUV,128.0,614.4
4214,KY98596,M,68331.0,Arizona,Personal Auto,5033.39,Four-Door Car,63.0,302.4
4215,TN82637,M,21636.0,Nevada,Personal Auto,11236.31,Two-Door Car,64.0,213.59
4216,FC10193,F,35601.0,Washington,Personal Auto,10620.49,Four-Door Car,69.0,249.8
4217,VK44934,M,28558.0,California,Personal Auto,8873.2,SUV,119.0,797.56
4218,XB89264,F,60101.0,Nevada,Corporate Auto,5260.92,Two-Door Car,66.0,1.33
4219,XL49151,M,22426.0,Arizona,Corporate Auto,2792.01,Four-Door Car,76.0,528.39
4220,FG42635,M,30720.0,Oregon,Personal Auto,10018.66,SUV,139.0,778.46
4221,FE12805,F,34161.0,Oregon,Personal Auto,7180.27,SUV,186.0,892.8
4222,GT17701,F,42987.0,Oregon,Personal Auto,3012.04,Four-Door Car,77.0,128.49
4223,QT77453,F,80928.0,Arizona,Corporate Auto,5283.36,SUV,132.0,538.55
4224,BS90503,F,86640.0,Washington,Personal Auto,5395.09,Four-Door Car,67.0,65.46
4225,MX93376,F,26714.0,California,Personal Auto,6913.57,Two-Door Car,64.0,307.2
4226,KT54608,M,78618.0,Arizona,Corporate Auto,2619.34,Two-Door Car,66.0,225.58
4227,WL46640,M,62977.0,Nevada,Corporate Auto,4482.02,SUV,115.0,552.0
4228,FD72269,F,19724.0,California,Personal Auto,5584.96,Four-Door Car,72.0,345.6
4229,RE29039,F,27558.0,California,Personal Auto,7568.85,Four-Door Car,65.0,312.0
4230,TA35356,F,86054.0,California,Personal Auto,9664.33,Luxury Car,239.0,115.17
4231,HS88081,F,42846.0,California,Corporate Auto,6480.68,Four-Door Car,81.0,286.14
4232,SM52948,F,57107.0,Nevada,Personal Auto,8707.62,SUV,110.0,528.0
4233,MP22051,M,54314.0,Washington,Personal Auto,2615.85,Four-Door Car,66.0,282.77
4234,OF38237,F,29950.0,California,Personal Auto,4878.83,Two-Door Car,61.0,292.8
4235,KL27677,F,24195.0,Nevada,Personal Auto,10793.76,Two-Door Car,90.0,360.27
4236,WP19664,M,47481.0,Arizona,Personal Auto,4605.87,SUV,116.0,556.8
4237,LB83807,M,63354.0,Oregon,Personal Auto,8343.41,Two-Door Car,106.0,508.8
4238,EL44544,F,57591.0,Oregon,Corporate Auto,13009.24,Four-Door Car,66.0,316.8
4239,ZS15062,M,34919.0,Oregon,Personal Auto,9547.71,Four-Door Car,82.0,277.87
4240,RJ68578,M,76879.0,Oregon,Corporate Auto,8110.7,Sports Car,101.0,487.1
4241,AE74442,F,61584.0,California,Corporate Auto,7379.46,Four-Door Car,61.0,205.29
4242,TF80571,M,28792.0,California,Corporate Auto,6612.62,Sports Car,185.0,1166.6
4243,HZ39407,M,26713.0,Washington,Personal Auto,2686.54,Four-Door Car,71.0,142.7
4244,FF65294,M,34244.0,Oregon,Personal Auto,10348.01,Four-Door Car,87.0,417.6
4245,GC40999,M,25251.0,Oregon,Personal Auto,11790.5,Four-Door Car,66.0,316.8
4246,DE23903,F,59848.0,Oregon,Personal Auto,5905.97,Two-Door Car,73.0,131.61
4247,UP30859,F,39815.0,Nevada,Special Auto,7492.06,Four-Door Car,64.0,91.39
4248,PY17715,F,58840.0,California,Corporate Auto,3427.15,Two-Door Car,86.0,73.27
4249,NU22358,F,97131.0,Washington,Special Auto,5181.62,Four-Door Car,64.0,307.2
4250,BR77413,M,58089.0,Arizona,Personal Auto,4686.47,SUV,118.0,566.4
4251,EB86696,M,21808.0,California,Special Auto,4755.37,SUV,119.0,571.2
4252,YB14965,M,89771.0,Arizona,Personal Auto,36516.05,SUV,114.0,432.41
4253,ZD42550,F,36776.0,Nevada,Corporate Auto,7792.07,Four-Door Car,65.0,240.19
4254,FI61655,M,31213.0,Arizona,Corporate Auto,2550.0,Four-Door Car,65.0,312.0
4255,JH58573,M,32555.0,California,Personal Auto,7927.18,Two-Door Car,68.0,86.91
4256,FV33188,M,29735.0,Washington,Personal Auto,2453.57,Four-Door Car,69.0,331.2
4257,ZQ94561,M,80590.0,Washington,Corporate Auto,2981.55,Four-Door Car,74.0,97.93
4258,JZ16164,F,22565.0,Oregon,Personal Auto,5110.76,SUV,132.0,633.6
4259,MU63232,M,54817.0,Arizona,Personal Auto,5351.85,SUV,137.0,209.5
4260,ZR86524,F,55393.0,Oregon,Corporate Auto,5903.61,Four-Door Car,74.0,2.17
4261,HJ37943,F,75634.0,California,Personal Auto,13333.39,Two-Door Car,110.0,432.81
4262,QA72881,M,62464.0,Oregon,Personal Auto,8658.86,Sports Car,109.0,400.18
4263,BL54814,M,72648.0,Arizona,Personal Auto,4871.15,Four-Door Car,61.0,120.85
4264,MG72449,F,77167.0,Nevada,Personal Auto,5279.2,Four-Door Car,66.0,137.09
4265,VR66049,M,56980.0,Washington,Corporate Auto,6689.02,Two-Door Car,84.0,599.0
4266,KC17606,F,27444.0,California,Personal Auto,5244.55,Four-Door Car,66.0,313.93
4267,LB12820,M,57289.0,Oregon,Corporate Auto,6688.86,Two-Door Car,86.0,562.22
4268,ZH30674,M,84091.0,Oregon,Personal Auto,8408.31,Four-Door Car,105.0,380.56
4269,TT20057,M,59590.0,Oregon,Personal Auto,10592.59,SUV,136.0,460.27
4270,AM26598,F,89672.0,Arizona,Personal Auto,2913.49,Four-Door Car,72.0,309.57
4271,AY73718,F,96535.0,California,Personal Auto,5243.45,Four-Door Car,66.0,271.07
4272,EL11108,F,25575.0,Oregon,Personal Auto,14191.6,SUV,117.0,561.6
4273,FA15811,F,38910.0,Nevada,Personal Auto,9426.38,Two-Door Car,78.0,20.21
4274,BA51898,M,39426.0,Arizona,Special Auto,4521.19,SUV,114.0,412.88
4275,PP30874,F,28304.0,California,Personal Auto,3579.02,Four-Door Car,91.0,655.2
4276,MN74944,M,52210.0,Arizona,Personal Auto,6285.15,Four-Door Car,80.0,384.0
4277,HZ84382,M,94851.0,Oregon,Personal Auto,8283.84,Four-Door Car,104.0,191.0
4278,GD29440,M,18608.0,Washington,Personal Auto,2538.63,Four-Door Car,71.0,340.8
4279,DE21910,F,41025.0,Oregon,Personal Auto,7304.4,Four-Door Car,92.0,20.37
4280,CH50584,M,71449.0,Oregon,Personal Auto,32474.77,SUV,102.0,734.4
4281,JV97593,F,92653.0,California,Personal Auto,6674.46,Four-Door Car,83.0,456.52
4282,ND68993,F,33190.0,Nevada,Personal Auto,33473.35,SUV,106.0,508.8
4283,YT46746,F,24290.0,Oregon,Personal Auto,6459.64,Four-Door Car,82.0,393.6
4284,RF94484,F,22571.0,Oregon,Corporate Auto,4605.04,Four-Door Car,63.0,302.4
4285,No19664,F,26409.0,California,Personal Auto,5686.74,Four-Door Car,71.0,475.17
4286,BA97018,M,21616.0,Arizona,Personal Auto,6608.17,Two-Door Car,93.0,944.85
4287,HY16703,M,36463.0,Oregon,Personal Auto,7158.53,Four-Door Car,92.0,441.6
4288,MA15172,F,14290.0,California,Personal Auto,10179.72,Luxury SUV,271.0,1300.8
4289,WO81184,M,34645.0,California,Special Auto,5052.38,Two-Door Car,69.0,220.45
4290,FX39582,M,67001.0,Washington,Personal Auto,5201.36,SUV,131.0,463.43
4291,ZG23976,F,96200.0,California,Personal Auto,8632.78,Two-Door Car,107.0,513.6
4292,WE25756,M,69241.0,Arizona,Personal Auto,7350.93,Four-Door Car,93.0,111.25
4293,AP59947,F,55843.0,California,Corporate Auto,7690.16,Two-Door Car,64.0,307.2
4294,JG31799,F,20305.0,California,Personal Auto,8259.11,Two-Door Car,76.0,496.48
4295,ZB72138,M,44329.0,Oregon,Personal Auto,8929.61,SUV,112.0,537.6
4296,OP52966,M,44279.0,Arizona,Personal Auto,4854.36,Two-Door Car,61.0,292.8
4297,DH14632,F,34695.0,Oregon,Personal Auto,8750.22,SUV,113.0,100.32
4298,QN26812,M,79297.0,Arizona,Personal Auto,5054.78,Four-Door Car,64.0,72.76
4299,LX67597,M,84183.0,Nevada,Personal Auto,5715.31,Four-Door Car,72.0,255.57
4300,VH35998,M,53375.0,California,Personal Auto,9566.84,Four-Door Car,79.0,127.32
4301,UE54045,F,32046.0,California,Corporate Auto,10094.13,SUV,127.0,475.6
4302,XA50997,M,91393.0,Nevada,Personal Auto,5444.79,Two-Door Car,67.0,460.55
4303,GM37281,F,76731.0,California,Personal Auto,2582.41,Four-Door Car,64.0,201.46
4304,QT84069,M,82081.0,Oregon,Personal Auto,50568.26,Luxury SUV,249.0,753.76
4305,MG74662,F,51337.0,Oregon,Corporate Auto,3484.25,Four-Door Car,88.0,72.54
4306,EP46328,M,74015.0,California,Personal Auto,5555.83,Four-Door Car,72.0,471.44
4307,EW73206,F,68849.0,California,Corporate Auto,8044.51,Two-Door Car,67.0,252.7
4308,MV19629,F,37376.0,Oregon,Personal Auto,7717.0,Four-Door Car,99.0,65.55
4309,AD38685,M,62464.0,California,Personal Auto,8658.86,Sports Car,109.0,400.18
4310,LX72964,F,88304.0,Arizona,Personal Auto,11260.9,Four-Door Car,95.0,276.47
4311,OG30514,F,65900.0,Nevada,Personal Auto,20018.2,Four-Door Car,62.0,297.6
4312,YB19340,M,61374.0,Oregon,Corporate Auto,9002.12,Two-Door Car,113.0,210.1
4313,RZ89024,M,31841.0,Oregon,Personal Auto,3103.0,Four-Door Car,78.0,126.86
4314,ZO20633,F,27861.0,Oregon,Corporate Auto,2587.11,Four-Door Car,65.0,312.0
4315,RW71963,F,94550.0,Nevada,Personal Auto,7233.54,Four-Door Car,90.0,432.0
4316,HR71115,M,39604.0,Nevada,Personal Auto,5357.26,Four-Door Car,68.0,63.13
4317,UL55837,F,42928.0,Nevada,Personal Auto,11130.12,Four-Door Car,93.0,651.62
4318,IW77519,F,54737.0,Washington,Personal Auto,2610.37,Four-Door Car,66.0,391.97
4319,YD58301,F,80587.0,California,Personal Auto,6352.96,Four-Door Car,78.0,276.19
4320,KC67832,M,80028.0,California,Corporate Auto,17292.94,Four-Door Car,86.0,114.02
4321,DK92014,F,11904.0,Arizona,Personal Auto,4254.62,Two-Door Car,61.0,292.8
4322,ZA44520,F,54872.0,Arizona,Personal Auto,9621.73,SUV,121.0,580.8
4323,BU61331,M,46417.0,Arizona,Corporate Auto,5875.21,Four-Door Car,74.0,164.75
4324,XI68015,F,46239.0,Washington,Personal Auto,4946.96,Four-Door Car,67.0,6.4
4325,FI22970,F,25550.0,Oregon,Personal Auto,2372.29,Four-Door Car,61.0,439.2
4326,OF93412,F,27514.0,Nevada,Personal Auto,15613.95,SUV,197.0,1367.2
4327,AH97088,M,84417.0,Nevada,Personal Auto,7803.5,Two-Door Car,98.0,139.71
4328,BI81476,F,55906.0,Oregon,Personal Auto,10346.11,Four-Door Car,86.0,58.47
4329,IA18854,M,21638.0,California,Personal Auto,4960.55,Four-Door Car,65.0,468.0
4330,OO62338,M,16121.0,Oregon,Corporate Auto,7099.57,Four-Door Car,65.0,312.0
4331,JH35547,M,36261.0,Oregon,Personal Auto,24442.3,Four-Door Car,68.0,16.8
4332,DY34638,F,11432.0,Oregon,Personal Auto,13466.92,SUV,119.0,571.2
4333,MT16688,F,62566.0,Arizona,Corporate Auto,2598.06,Four-Door Car,65.0,48.34
4334,NN51066,F,10312.0,Oregon,Personal Auto,2886.45,Four-Door Car,78.0,486.28
4335,YF73402,M,67778.0,Oregon,Personal Auto,2566.4,Four-Door Car,64.0,171.29
4336,ZR56751,F,92895.0,Washington,Personal Auto,6252.36,Two-Door Car,77.0,43.14
4337,GR32910,F,55290.0,California,Personal Auto,5174.69,Four-Door Car,65.0,13.87
4338,MZ89625,F,23377.0,California,Personal Auto,9263.18,Four-Door Car,116.0,556.8
4339,IK51081,F,38713.0,California,Personal Auto,4834.71,Four-Door Car,66.0,316.8
4340,VH62312,M,56342.0,Nevada,Corporate Auto,2674.73,Four-Door Car,69.0,331.2
4341,YU39743,M,29593.0,Oregon,Personal Auto,16159.54,Sports Car,137.0,657.6
4342,RO57944,F,18495.0,Nevada,Personal Auto,26197.41,SUV,113.0,542.4
4343,VL32622,F,82887.0,California,Corporate Auto,2664.24,Four-Door Car,66.0,420.37
4344,NV35796,F,71366.0,Oregon,Personal Auto,15162.07,Four-Door Car,94.0,265.22
4345,UU32345,M,49078.0,California,Corporate Auto,22332.44,Four-Door Car,97.0,484.01
4346,YM94448,F,10787.0,Arizona,Personal Auto,4995.17,Two-Door Car,71.0,697.8
4347,HY35960,M,10194.0,Arizona,Personal Auto,4957.4,Two-Door Car,65.0,312.0
4348,PB41497,M,81763.0,Oregon,Personal Auto,2866.78,Two-Door Car,72.0,518.4
4349,GP37412,F,59763.0,Arizona,Personal Auto,8719.9,Two-Door Car,73.0,350.4
4350,EA87824,F,96832.0,Arizona,Personal Auto,6864.65,Two-Door Car,85.0,408.0
4351,DM42912,F,21135.0,California,Personal Auto,4980.19,SUV,130.0,678.95
4352,HK50871,M,16143.0,California,Personal Auto,2312.33,Four-Door Car,62.0,32.11
4353,ZX73673,M,74015.0,Arizona,Personal Auto,5555.83,Four-Door Car,72.0,471.44
4354,EO95783,M,84178.0,Arizona,Personal Auto,26763.83,Two-Door Car,74.0,12.59
4355,OG31942,M,63936.0,California,Personal Auto,14628.5,Luxury Car,189.0,765.01
4356,RT17851,F,37940.0,Oregon,Special Auto,5209.95,SUV,129.0,512.54
4357,UF56271,F,30703.0,Washington,Personal Auto,2814.44,Four-Door Car,70.0,336.0
4358,BP25150,F,54898.0,Arizona,Corporate Auto,5417.74,Two-Door Car,69.0,176.24
4359,XT34986,M,89030.0,Oregon,Personal Auto,16775.81,SUV,139.0,49.57
4360,OI74902,F,15630.0,California,Personal Auto,7980.3,SUV,115.0,656.78
4361,GV33313,F,35625.0,Arizona,Personal Auto,5107.16,Four-Door Car,65.0,288.57
4362,WA54110,M,48329.0,Nevada,Corporate Auto,2690.78,Four-Door Car,67.0,470.39
4363,IS94199,F,11904.0,California,Personal Auto,4254.62,Two-Door Car,61.0,292.8
4364,XE22944,F,12261.0,Arizona,Personal Auto,4643.41,SUV,125.0,600.0
4365,BF54215,F,87810.0,California,Personal Auto,11373.99,Four-Door Car,94.0,225.64
4366,HW85007,M,64744.0,Oregon,Personal Auto,10861.71,SUV,139.0,41.31
4367,VD87432,M,60735.0,Washington,Personal Auto,16069.95,SUV,135.0,571.7
4368,EK10022,M,36261.0,California,Corporate Auto,14057.42,SUV,118.0,1197.71
4369,UO48558,M,23277.0,California,Corporate Auto,2993.12,Four-Door Car,77.0,369.6
4370,SX18141,F,50320.0,Arizona,Personal Auto,5846.52,Four-Door Car,73.0,297.74
4371,KK26955,F,49675.0,Washington,Personal Auto,2589.43,Two-Door Car,65.0,312.0
4372,PV12088,M,19508.0,Arizona,Personal Auto,6558.88,Two-Door Car,61.0,292.8
4373,TV97612,M,20815.0,Oregon,Personal Auto,8106.0,SUV,110.0,528.0
4374,VA95387,M,46621.0,Nevada,Corporate Auto,7232.61,Four-Door Car,61.0,30.45
4375,XF93358,F,22775.0,Arizona,Personal Auto,13599.92,Luxury Car,184.0,883.2
4376,WP64059,F,91814.0,California,Personal Auto,5093.38,Two-Door Car,63.0,167.04
4377,YY63521,M,20396.0,Arizona,Personal Auto,6047.03,Four-Door Car,76.0,364.8
4378,FH69597,F,73836.0,California,Personal Auto,7172.07,Luxury Car,182.0,553.39
4379,UT76436,F,55910.0,Nevada,Personal Auto,3438.95,Four-Door Car,86.0,324.35
4380,VA94160,F,43054.0,California,Personal Auto,5418.46,Four-Door Car,68.0,326.4
4381,NJ55678,F,64543.0,Arizona,Personal Auto,7824.49,Four-Door Car,65.0,200.18
4382,OJ60800,M,75988.0,Oregon,Personal Auto,7930.6,Four-Door Car,67.0,200.55
4383,UT88283,F,29051.0,Arizona,Personal Auto,2775.08,Two-Door Car,73.0,153.2
4384,AF48816,F,87382.0,Arizona,Personal Auto,5792.67,Four-Door Car,72.0,345.6
4385,SY93381,F,30694.0,California,Personal Auto,3596.83,Four-Door Car,91.0,436.8
4386,SD41771,M,49259.0,California,Personal Auto,44520.14,Sports Car,144.0,820.43
4387,IG80910,F,47528.0,Oregon,Personal Auto,3071.78,Four-Door Car,77.0,277.58
4388,RA62452,M,70624.0,Nevada,Corporate Auto,8471.29,SUV,106.0,49.23
4389,LG90006,F,31409.0,Oregon,Personal Auto,11154.68,Four-Door Car,93.0,381.96
